PG.ProteinGroups,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4
Q86X76,27301.0293,30124.39648,29475.57422,30843.03906,26354.23633,27686.99609,26164.55078,27419.59375,54548.46094,55864.76172,55486.95703,56870.01563
Q86X95,14228.59473,15286.2334,15898.18945,15868.68164,15579.4248,15671.15332,15271.70313,14985.92871,15043.39746,15823.95117,13678.55859,17303.73242
Q86XA9,7615.407227,21468.51367,8245.462891,13338.86426,5896.763672,11275.67383,9811.139648,6958.543945,24682.81445,26521.98242,25257.77344,29994.01563
Q86XI2,25585.06055,24661.69727,25214.19727,25176.56836,25162.44336,26794.51758,26874.3418,25589.07031,19961.35938,17982.88281,20624.54492,18574.93555
Q86XK2,22547.88477,21355.13867,22611.5293,27339.0957,24167.42383,24779.99609,19909.16992,19787.19922,5938.70166,2183611.75,7884.354004,2324092.25
Q86XK3,20733.36914,17547.35742,14869.26563,15618.7041,23242.66406,18656.92578,19744.54102,16024.58887,42110.125,39530.60156,36572.21875,35812.95313
Q86XL3,10408.88281,6852.651855,6533.993164,8238.728516,10008.58008,10864.07715,10482.7168,8507.851563,16852.55664,14991.73145,15906.38086,13744.58984
Q86XP3,54306.37891,55737.85938,54851.4375,59187.49219,55022.90625,56960.64453,56337.35156,56063.9375,8937.496094,5705.321777,3739.065674,11907.48438
Q86XZ4,20975.79883,22735.54492,23096.08594,20269.36719,19243.14844,21199.58398,17172.02734,18182.32813,13237.94043,12340.5,10004.9541,16104.05664
Q86Y37,50206.09375,45257.06641,46213.69922,47963.76953,48323.3125,49073.26953,46719.27344,50011.55469,19844.39844,19445.51563,20592.03516,17111.96289
Q86Y56,31906.63867,35107.0625,34388.57813,34503.04688,32845.46484,32665.19531,33794.25781,31483.80859,44418.67969,44307.88281,43893.91406,50045.5625
Q86Y79,15605.71289,14145.95898,5270.655273,18963.96094,20397.53125,8091.572266,5636.900879,14109.07227,18597.08203,18031.35352,21261.36719,17569.63281
Q86Y91,37933.07422,51246.55469,30860.87305,35460.07813,57073.56641,35410.125,30506.31445,29581.82813,19259.41602,16287.33691,17692.91406,16193.84766
Q86YP4,35708.86719,32643.98828,33672.32813,31012.14063,38922.04297,31659.66016,30582.7793,30019.33984,50149.23438,46447.31641,52447.75,47745.17578
Q86YQ8,25366.33203,22528.04297,18751.57617,21174.72461,18048.53906,19091.99023,19236.41016,17014.7168,13747.4541,13000.82227,2944.980469,9716.766602
Q86YR5,10135.77734,12824.96387,11808.57617,16533.58398,18709.13672,15343.55273,11270.91797,13688.26367,9522.384766,7357.379883,12315.68457,4837.575195
Q86YT6,13288.30566,13904.61719,11628.27637,7902.885742,8722.067383,6918.825195,8631.994141,5265.907715,8483.43457,8624.055664,8917.25,14823.29004
Q86YV9,19699.46484,17074.75977,16855.125,22872.66016,16849.06836,16326.84082,13050.43945,14037.41211,37589.72656,40510.0625,33990.58594,80689.46094
Q8IU81,31857.71094,35945.37109,33382.00391,32860.60938,34900.91016,34055.94922,33458.44141,32770.66797,47585.34375,45448.40234,48354.41406,45594.91797
Q8IUD2,30821.97266,29621.44922,29654.95703,30324.97656,33255.15234,30833.09766,30346.44141,29620.23242,6495.672852,6155.420898,10473.24414,12040.30859
Q8IUE6,88628.07031,175754.8438,83058.01563,239817.2656,107844.3438,93728.21094,92344.74219,177738.0156,35399.27344,34557.09375,33280.52734,47288.30469
Q8IUF8,17962.18164,23913.73047,15214.99512,22849.66406,21005.64453,20205.18359,19787.48047,23772.01953,25274.125,27968.41992,28394.18164,20851.82813
Q8IUG5,332922.6875,293157.25,342520.3438,346987.0938,417642.4375,378856.6875,377915.0938,372323.7188,273780.8438,295736.625,320395.375,342957.0313
Q8IUH3,30239.89648,33528.33203,27893.41211,33096.49609,36339.10156,28191.44727,33239.96094,30836.95117,18550.08203,18340.49414,27026.69922,22768.79102
Q8IUI8,22651.37109,32638.83008,32170.02148,29830.04688,41761.75781,13761.61133,22539.16602,12746.40723,73463.625,72225.75,72977.36719,69382.24219
Q8IUR0,31847.33984,31641.29102,30768.05664,33584.59766,27933.78125,29296.88086,28717.6543,29696.11133,29240.09961,33676.76953,33268.58594,31040.84375
Q8IV32,26830.20313,23344.21484,19690.66797,29682.91016,23949.76172,16625.62891,22274.09375,19187.97461,12356.42285,9445.399414,13375.81738,13250.22461
Q8IV38,9326.744141,9830.0625,6272.675293,4257.393066,8560.874023,4589.202637,3090.620605,4771.987305,53102.21484,53555.67578,55174.85938,53487.45703
Q8IV48,35056.97656,33525.92578,34075.48047,36642.12109,26908.3457,29460.50781,29803.8125,30389.63281,19959.02539,19663.41211,20668.06641,22600.64844
Q8IVD9,44838.89453,45148.80469,42859.82813,35714.02734,33563.00391,30212.36523,32910.17969,24703.46875,30978.2832,32059.78125,29313.72461,29832.2168
Q8IVF2,29062.71289,32969.67188,31444.19141,32442.12305,29027.58203,28510.61328,26258.10547,26186.22266,20152.4668,19957.9375,20995.17773,16590.13281
Q8IVH8,31136.16602,28847.92383,25347.77734,28046.34375,26156.01367,25715.00781,26507.0918,25513.01563,27740.64258,26556.73047,25471.41211,29076.36914
Q8IVM0,45606.74219,42602.95703,41967.38281,44958.88281,52459.21094,37351.22266,34669.16406,34721.87891,24014.11719,22310.78906,20787.875,25132.39844
Q8IVT2,44120.01563,43952.74219,44933.48047,42502.39453,50386.66406,49457.91406,48031.27344,49351.37891,20409.08203,18268.87891,21645.7832,32810.62891
Q8IW35,28361.23633,26595.88477,27583.58984,26237.91602,26163.50195,26360.17773,28468.5,26099.66602,19553.11523,20092.40625,19878.0625,22532.5332
Q8IWA0,23283.80078,23664.52148,25034.3418,24119.45508,24001.50781,24567.91406,25448.62891,24190.16406,45607.39063,44734.10156,54924.46094,54725.58594
Q8IWB7,18452.0293,15531.77344,14908.75879,16138.35742,12408.01465,13208.16406,14063.59668,12942.7207,79991.75,68703.10938,68960.9375,78570.07031
Q8IWC1,20977.04688,19722.84766,19738.43164,23720.24219,25172.02148,21795.23633,20976.04883,17575.50391,27564.23047,25254.28516,27792.49805,25485.68164
Q8IWD4,23815.91602,397299.2813,21130.47852,364622.8438,17020.89648,27484.66211,28680.36133,27778.22656,27935.1582,24678.08789,25786.39258,25047.93164
Q8IWE2,20921.51563,16781.00586,18481.5957,16918.04297,17882.52734,13639.1582,13256.18262,12794.43262,14166.90137,12482.75391,13719.86133,14365.42773
Q8IWJ2,27917.42188,27098.95117,25753.64453,25836.09961,26301.00391,25958.2207,25265.8457,25585.85938,50406.74609,49497.39063,49879.97266,47042.69922
Q8IWR0,17237.33984,19665.46094,17959.6582,24020.0918,14312.37109,20085.34375,17491.18555,21764.8457,33214.05469,34138.82422,35055.12109,33227.10938
Q8IWS0,28204.76172,30363.52148,29209.30273,28196.10156,27834.79492,31737.08203,33260.78516,31974.84961,33205.76172,30050.93945,35008.46094,38984.15625
Q8IWT6,12921.02246,11308.48145,10889.28906,13477.40332,11130.48242,9344.269531,11111.86914,10021.61816,28796.24609,27602.68164,28792.30664,28758.41992
Q8IWU2,35501.02344,35299.74609,34144.5625,27938.24414,31184.54102,27881.50586,26655.81641,34456.64844,23840.86328,21201.98242,17040.57813,20232.30859
Q8IWV7,19687.89648,15922.83496,17456.09766,20790.82422,19996.42969,16037.66699,15666.29102,15894.13086,17477.47266,15941.70996,11702.2793,10006.99805
Q8IWV8,17191.125,13211.63086,10785.54102,11063.78027,12921.5332,16940.42773,15031.94922,13763.14355,34595.31641,34188.34766,29125.82813,19698.19336
Q8IWX8,39122.3125,43544.64453,42887.13672,42909.24219,44184.71094,47745.82031,47072.8125,46229.75,24241.86133,25460.10742,24180.18359,26619.17188
Q8IWZ3,25158.29688,23126.99805,25001.68945,23235.0332,22367.59961,22365.07422,23485.29688,21179.02539,39897.58594,29579.05664,44139.37109,53361.26953
Q8IWZ8,40087.42969,32324.76172,31209.64258,32728.4043,39589.39063,33765.58594,32480.77734,33251.25781,10529.33105,8095.192871,7000.810547,7952.696289
Q8IX01,23276.14453,23648.15039,23711.93164,23436.85938,24110.79492,25399.22461,22757.71094,23176.81836,25852.62305,27907.61523,27139.0957,27447.49609
Q8IX03,14706.08008,21736.0957,26535.60742,26296.33203,28925.84766,34692.5625,22548.59961,31915.35742,24436.29883,25157.06836,24950.51563,25996.76172
Q8IX04,46311.74609,60792.89844,47651.10156,50847.79297,26297.9082,41652.55078,48031.56641,39350.49219,22614.07422,19980.03711,22145.11914,19541.83398
Q8IX12,64458.49219,59551.91797,60926.625,61622.21875,63923.09375,58610.23438,58919.67969,60620.35547,36218.74219,39423.02344,38469.42578,41655.79688
Q8IX18,28529.32813,27582.00781,26207.67578,26212.79492,23828.41016,27508.51953,23662.67383,24886.22266,18510.86719,20016.44922,17405.82617,26151.54688
Q8IX90,6033.838867,5425.460449,5853.625,4568.56543,4726.785645,3300.894287,5091.174316,3625.634766,24679.24414,25944.54883,27938.16797,34745.49609
Q8IXH7,37493.17969,36478.08594,36735.44531,40797.64453,38986.01563,38353.76953,38441.82031,38124.66016,44751.94922,44748.69531,48267.32031,43234.28516
Q8IXK0,28731.23438,27832.37695,26881.60547,26866.21875,29342.02148,28717.82227,30250.15625,30885.31836,9987.439453,19994.35938,10277.68262,20887.76563
Q8IXM2,1913.067993,2776.216309,414.4688721,400.1094666,808.4384155,8601.462891,3701.977539,5443.588867,9158.584961,14349.71582,11054.24121,12064.28711
Q8IXQ4,25237.66992,25544.61328,25041.58984,23722.43359,29084,22200.14063,22614.82617,23425.51563,113112.3516,111509.3359,111390.2109,111323.2578
Q8IXQ5,22713.69922,23002.2168,21488.74219,21294.76563,29733.50781,17591.17578,18014.38867,15335.30566,28257.26172,28090.66211,26314.34961,24502.72461
Q8IXQ6,197415.2656,181012.3906,228012.8438,221802.9375,236939.5469,173444.7656,167144.0938,185885.6406,5962.345215,5158.362793,6437.329102,2594.481201
Q8IXT5,26707.12305,24822.44531,23155.21875,24544.50586,28760.93555,23943.61914,22705.82617,21906.11328,41725.54297,41297.71094,39882.23438,43011.44922
Q8IXW5,17770.57031,15109.95898,12104.10645,31708.13281,41952.37891,9061.679688,21636.17383,16486.73633,15210.12305,15057.11816,16621.67188,13220.4248
Q8IY18,26406.4082,27635.12695,28370.23047,28759.31641,27034.79688,29841.18945,29848.55469,29969.31445,20067.88281,24292.98047,20827.41211,17521.19922
Q8IY37,26994.37891,28510.5,26981.64844,27024.51367,30448.60742,26972.85938,25850.61719,23716.80859,28317.55469,30061.76758,29262.98242,27978.91406
Q8IY57,31566.25195,29635.64648,29992.67188,29319.88867,34779.4375,29945.47656,32165.8418,31368.68359,16932.77734,12676.13184,13839.62305,18015.93555
Q8IY67,71937.23438,70328.76563,74540.95313,73989.32813,67513.78906,70271.50781,69680.08594,71680.82813,47170.1875,50952.44531,47831.86328,52542.85156
Q8IY81,98568.10156,97911.22656,100914.2656,101293.5781,99177.42188,105331.0313,106121.9766,108688.7031,5675.289063,6198.966797,4196.056152,3200.633789
Q8IYA6,21830.04688,19862.05859,16167.10742,15657.29102,24163.51563,9396.660156,8298.804688,6368.523926,36045.91797,36230.69531,35962.94141,38305.91406
Q8IYB3,52218.49609,54548.46094,55864.76172,55486.95703,56870.01563,54307.03906,52909.83594,51813.86328,20662.36328,20880.63086,20238.15039,18527.33594
Q8IYB5,20599.48633,15043.39746,15823.95117,13678.55859,17303.73242,15040.9502,14153.01465,13456.8252,18701.26563,18738.53906,23405.41992,31121.55469
Q8IYI6,29449.03125,24682.81445,26521.98242,25257.77344,29994.01563,19503.07422,19390.02344,17998.80664,47633.35156,52637.89844,49855.54297,52173.92969
Q8IYL3,16720.34375,19961.35938,17982.88281,20624.54492,18574.93555,18607.06445,20792.37109,20917.23047,22598.02344,20128.11328,26121.48047,49152.82031
Q8IYM0,2130830.5,5938.70166,2183611.75,7884.354004,2324092.25,2462779.5,2611273,2634553.25,48997.23047,18705.62109,48940.64453,14998.27832
Q8IYS1,38356.67969,42110.125,39530.60156,36572.21875,35812.95313,38061.85156,40300.62891,40805.23438,35610.80078,35964.29297,33918.88672,34840.23828
Q8IYW5,17065.96289,16852.55664,14991.73145,15906.38086,13744.58984,13806.96387,15903.06934,18317.19141,15881.00879,18464.1543,16152.20117,15517.4707
Q8IZ07,9779.003906,8937.496094,5705.321777,3739.065674,11907.48438,9393.698242,8980.530273,9074.164063,80785.00781,79398.89844,97269.53125,100081.2031
Q8IZ21,15056.76953,13237.94043,12340.5,10004.9541,16104.05664,14424.58398,12408.30957,10453.80371,13735.36523,14081.47754,13019.87891,20856.69922
Q8IZ69,18205.14453,19844.39844,19445.51563,20592.03516,17111.96289,19223.91797,16117.54102,17308.37305,13689.25586,13167.03027,14100.88574,12454.08789
Q8IZ73,47833.34375,44418.67969,44307.88281,43893.91406,50045.5625,42663.07031,43252.89844,42436.09766,55373.66406,49720.97266,57975.78906,50423.52734
Q8IZ83,17617.63477,18597.08203,18031.35352,21261.36719,17569.63281,15816.81543,14120.94922,13847.34961,24038.06836,26341.36719,28920.68945,26663.26563
Q8IZH2,16688.33984,19259.41602,16287.33691,17692.91406,16193.84766,18399.23828,17138.07031,16621.94922,72121.0625,70485.97656,71495.72656,83001.28906
Q8IZL8,49458.83594,50149.23438,46447.31641,52447.75,47745.17578,46037.33984,47719.91406,48640.66797,32774.94922,30768.95313,31667.57813,32514.20508
Q8IZP0,14635.71875,13747.4541,13000.82227,2944.980469,9716.766602,3684.627441,3325.905029,5101.931152,11459.33691,10922.19922,10337.79102,10067.4502
Q8IZQ5,18600.39258,9522.384766,7357.379883,12315.68457,4837.575195,13780.17285,2374.675049,2491.258545,19497.98633,22095.62109,21667.41211,20030.76367
Q8IZT6,13797.68945,8483.43457,8624.055664,8917.25,14823.29004,8752.625,9302.478516,7270.313477,4091.941406,6406.578125,3698.485107,8085.300293
Q8N0T1,57593.73047,37589.72656,40510.0625,33990.58594,80689.46094,31367.75781,33108.00391,35519.76563,19581.06055,37472.76172,35671.66797,35458.11328
Q8N0X7,47915.62891,47585.34375,45448.40234,48354.41406,45594.91797,45329.17969,46259.82031,42065.58594,11921.5293,11380.54785,14244.30859,14890.95996
Q8N0Z3,9382.699219,6495.672852,6155.420898,10473.24414,12040.30859,3932.25415,16449.01367,2921.394775,57188.07422,61272.52344,50358.38672,49503.26953
Q8N108,34068.45703,35399.27344,34557.09375,33280.52734,47288.30469,33943.61328,31538.80078,31170.4668,81332.11719,83366.96875,123115.125,178013.8906
