E3WPP8	GO:0005737; GO:0005759; GO:0005739; GO:0008033; GO:0052906; GO:0008168; GO:0016740; GO:0030488; GO:0032259; GO:0005634; GO:0009019
E3WSB5	GO:0000166; GO:0070681; GO:0030956; GO:0005739; GO:0006450; GO:0032543; GO:0016884; GO:0016874; GO:0005524; GO:0050567; GO:0006412
E3X5D6	GO:0000387; GO:0000398; GO:0000243; GO:0003723; GO:0000395; GO:0046872; GO:0030529; GO:0071004; GO:0030619; GO:0003729; GO:0008270; GO:0005685; GO:0005634; GO:0003676; GO:0071010; GO:0030627; GO:0019013
E3XA68	GO:0000166; GO:0046872; GO:0016853; GO:0052856; GO:0005739; GO:0052857; GO:0008150; GO:0005575; GO:0003674
E3XDZ8	GO:0000166; GO:0046496; GO:0016829; GO:0047453; GO:0052855; GO:0005524
E3XFR6	GO:0005737; GO:0019509; GO:0017061; GO:0003824; GO:0009116; GO:0016763; GO:0005634; GO:0016757; GO:0043101; GO:0006166; GO:0016740; GO:0032259
B6DDQ1	GO:0005549
B6DDQ3	GO:0005549
B6DDQ4	GO:0005184; GO:0016020; GO:0016021
B6DDR1	GO:0003735; GO:0005840; GO:0006412
B6DDR5	GO:0003735; GO:0030529; GO:0005840; GO:0006412; GO:0000462; GO:0008150; GO:0022627; GO:0048027; GO:0005575; GO:0000028; GO:0070181; GO:0003674
B6DDR7	GO:0003735; GO:0046872; GO:0022627; GO:0030529; GO:0000028; GO:0005840; GO:0006412; GO:0005622
B6DDR8	GO:0003735; GO:0030529; GO:0005840; GO:0006412
B6DDR9	GO:0003735; GO:0005840; GO:0006412; GO:0005622; GO:0003723; GO:0015934; GO:0005737; GO:0030529; GO:0002181; GO:0022625; GO:0019843
B6DDS1	GO:0003735; GO:0030529; GO:0005840; GO:0006412; GO:0000462; GO:0022627
B6DDS4	GO:0003735; GO:0015935; GO:0005840; GO:0006412; GO:0022627; GO:0006810; GO:0006888; GO:0005622; GO:0003723; GO:0003743; GO:0006413
B6DDS5	GO:0003735; GO:0030529; GO:0005840; GO:0006412; GO:0005622; GO:0022627
B6DDS7	GO:0003735; GO:0030529; GO:0005840; GO:0006412; GO:0005622; GO:0022625; GO:0000027
B6DDT0	GO:0003735; GO:0030529; GO:0015934; GO:0005840; GO:0006412; GO:0005622
B6DDT1	GO:0003735; GO:0005840; GO:0006412; GO:0005622; GO:0002181; GO:0022625; GO:0030529; GO:0070062; GO:0005925; GO:0016020; GO:0044822
B6DDT3	GO:0003735; GO:0030529; GO:0006414; GO:0005840; GO:0006412; GO:0005622; GO:0045860; GO:0032147; GO:0030687; GO:0002181; GO:0030295; GO:0022625; GO:0070180
B6DDT4	GO:0003735; GO:0005840; GO:0006412; GO:0005622; GO:0022625; GO:0030529
B6DDT6	GO:0005840; GO:0003735; GO:0022625; GO:0000027; GO:0006412; GO:1902626
B6DDT7	GO:0003735; GO:0030529; GO:0005840; GO:0006412; GO:0005622; GO:0000462; GO:0022627
B6DDU4	GO:0003735; GO:0030529; GO:0006414; GO:0005840; GO:0005622; GO:0006412; GO:0002181; GO:0022625; GO:0030687; GO:0070180
B6DDU7	GO:0008168; GO:0016740; GO:0032259
B6DDV2	GO:0003723; GO:0003735; GO:0030529; GO:0015935; GO:0005840; GO:0006412; GO:0022627; GO:0000028
B6DDV3	GO:0003735; GO:0005840; GO:0006412; GO:0005622; GO:0022625
B6DDV4	GO:0003735; GO:0005840; GO:0006412; GO:0005622; GO:0002181; GO:0022625; GO:0003677; GO:0006334; GO:0000786
B6DDV6	GO:0005737; GO:0003735; GO:0022627; GO:0030529; GO:0015935; GO:0000028; GO:0005840; GO:0006412; GO:0005622; GO:0006407; GO:0000461; GO:0030686; GO:0000447; GO:0007275; GO:0005634
B6DDV7	GO:0000276; GO:0015992; GO:0005739; GO:0015078; GO:0016020; GO:0006810; GO:0006811; GO:0005743; GO:0015986
B6DDV8	GO:0030529; GO:0005840; GO:0000463; GO:0003735; GO:0002181; GO:0022625; GO:0044822
B6DDV9	GO:0016020; GO:0016021
B6DDX7	GO:0045087; GO:0042742; GO:0005576; GO:0002376; GO:0031640; GO:0050832
B6DE15	GO:0006952; GO:0045087; GO:0005615; GO:0006959; GO:0042742; GO:0005576; GO:0002376
B6DE19	GO:0045087; GO:0042742; GO:0005576; GO:0002376; GO:0031640; GO:0050832
B6DE27	GO:0016020; GO:0016021
D8VEK8	GO:0006120; GO:0016491; GO:0005739; GO:0016020; GO:0016021; GO:0070469; GO:0008137; GO:0055114; GO:0005743
D8VEK9	GO:0004129; GO:0006119; GO:0005506; GO:0005739; GO:0016491; GO:0046872; GO:0016020; GO:0016021; GO:0055114; GO:0070469; GO:0009060; GO:0009055; GO:0020037; GO:1902600; GO:0005743
D8VEL0	GO:0004129; GO:0005739; GO:0046872; GO:0016491; GO:0005507; GO:0016020; GO:0016021; GO:0070469; GO:0055114; GO:0022900; GO:1902600; GO:0005743
D8VEL1	GO:0045263; GO:0000276; GO:0031966; GO:0005739; GO:0015992; GO:0015078; GO:0016020; GO:0016021; GO:0006810; GO:0006811; GO:0015986; GO:0006754
D8VEL2	GO:0005739; GO:0015078; GO:0016020; GO:0016021; GO:0005743; GO:0015986; GO:0045263; GO:0015992; GO:0006810; GO:0006811; GO:0006754
D8VEL3	GO:0004129; GO:0015002; GO:0005739; GO:0016020; GO:0022904; GO:0016021; GO:1902600; GO:0019646; GO:0016491; GO:0055114; GO:0005743
D8VEL4	GO:0031966; GO:0016491; GO:0005739; GO:0016020; GO:0016021; GO:0070469; GO:0055114; GO:0008137
D8VEL5	GO:0016491; GO:0005739; GO:0016020; GO:0016021; GO:0055114; GO:0070469; GO:0008137; GO:0042773; GO:0005743
D8VEL6	GO:0016491; GO:0006120; GO:0005739; GO:0016020; GO:0016021; GO:0008137; GO:0055114; GO:0042773; GO:0031966; GO:0070469
D8VEL7	GO:0016491; GO:0005739; GO:0016020; GO:0016021; GO:0055114; GO:0008137; GO:0042773; GO:0016651; GO:0031966; GO:0070469; GO:0005747
D8VEL8	GO:0005739; GO:0016491; GO:0016020; GO:0016021; GO:0008137; GO:0055114; GO:0031966; GO:0070469
D8VEL9	GO:0005739; GO:0016491; GO:0046872; GO:0016020; GO:0045275; GO:0016021; GO:0055114; GO:0070469; GO:0008121; GO:0022904; GO:0009055; GO:0006122; GO:1902600; GO:0005743
D8VEM0	GO:0016491; GO:0005739; GO:0016020; GO:0016021; GO:0008137; GO:0055114; GO:0005743; GO:0070469
E3WLC5	GO:0003677; GO:0046982; GO:0005694; GO:0000786; GO:0005634; GO:0005515; GO:0070062; GO:0042393; GO:0000183; GO:0031047; GO:0045815; GO:0006334; GO:0044267; GO:0007596; GO:0005654; GO:0005576; GO:0045814
E3WN61	GO:0000166; GO:0005737; GO:0008233; GO:0006508; GO:0030163; GO:0016787; GO:0005524; GO:0031597; GO:0017025; GO:0031595; GO:0036402; GO:0030433; GO:0008540; GO:1901800; GO:0045899; GO:0000502
E3WRG0	GO:0016740; GO:0004364
E3XAX7	GO:0007165
E3XBU6	GO:0000166; GO:0005524; GO:0005856; GO:0005737
E3XEC7	GO:0000166; GO:0045261; GO:0033178; GO:0015992; GO:0015991; GO:0046034; GO:0005524; GO:0046933; GO:0016820; GO:0006754; GO:0015986
W5J0Q8	GO:0016020; GO:0016021
W5J0R3	GO:0052689; GO:0005615; GO:0042043; GO:0007158; GO:0009986; GO:0050804; GO:0045202; GO:0007416; GO:0004872; GO:0005887
W5J0R6	GO:0003723; GO:0008270; GO:0043130; GO:0016874; GO:0016567; GO:0004842
W5J0S0	GO:0003723; GO:0003676
W5J0T0	GO:0008270; GO:0003676; GO:0003723; GO:0046872; GO:0005634
W5J0T9	GO:0016787; GO:0016020; GO:0016021; GO:0006517; GO:0008233; GO:0006508; GO:0003948; GO:0005764
W5J0U8	GO:0006915; GO:0008440; GO:0016310; GO:0005622; GO:0042981
W5J0V2	GO:0016020; GO:0016021
W5J0W2	GO:0008152; GO:0016627; GO:0050660; GO:0016491; GO:0055114; GO:0003995; GO:0033539; GO:0005739; GO:0000062; GO:0017099; GO:0055088; GO:0009055; GO:0042760; GO:0052890
W5J0X2	GO:0008233; GO:0006508; GO:0008236; GO:0004252; GO:0016787; GO:0016020; GO:0016021
W5J0Y1	GO:0016020; GO:0016010; GO:0016021; GO:0005509; GO:0007016
W5J0Y6	GO:0000166; GO:0030272; GO:0046872; GO:0016874; GO:0005524; GO:0005739; GO:0009396; GO:0035999
W5J0Z2	GO:0009186; GO:0016491; GO:0016020; GO:0016021; GO:0055114; GO:0009263; GO:0004748; GO:0005971
W5J0Z7	GO:0016020; GO:0016021; GO:0004867; GO:0010951
W5J103	GO:0016020; GO:0016780; GO:0016021; GO:0008654; GO:0016740; GO:0006661; GO:0005794; GO:0003881
W5J135	GO:0016491; GO:0055114
W5J139	GO:0016020; GO:0016021
W5J144	GO:0055085; GO:0016020; GO:0016021; GO:0008643; GO:0022857; GO:0005215; GO:0015992; GO:0046323; GO:0005351; GO:1904659; GO:0035428; GO:0005355; GO:0005887; GO:0022891; GO:0006810
W5J150	GO:0016020; GO:0016021; GO:0016310; GO:0016301
W5J154	GO:0003723; GO:0003735; GO:0030529; GO:0005840; GO:0006412; GO:0022627; GO:0005763
W5J159	GO:0016020; GO:0016021
W5J163	GO:0016020; GO:0016021; GO:0035235; GO:0032281; GO:0004971; GO:0004970
W5J180	GO:0051276; GO:0007076; GO:0005694; GO:0005524; GO:0005634; GO:0000796
W5J189	GO:0055085; GO:0016020; GO:0016021; GO:0006810; GO:0005215; GO:0015293; GO:0005887
W5J193	GO:0000056; GO:0006606; GO:0000055; GO:0006406; GO:0005643; GO:0006611; GO:0005215
W5J196	GO:0003779; GO:0005622
W5J199	GO:0006298; GO:0030983; GO:0005524; GO:0007131; GO:0000228; GO:0032300; GO:0000710; GO:0003684
W5J1A3	GO:0000166; GO:0003676; GO:0000398; GO:0000243; GO:0071011; GO:0003729; GO:0017069; GO:0005689; GO:0030529; GO:0019013
W5J1A7	GO:0016459; GO:0000166; GO:0005524; GO:0003774; GO:0003779
W5J1A9	GO:0000166; GO:0005737; GO:0003878; GO:0046872; GO:0003824; GO:0048037; GO:0006629; GO:0016740; GO:0008152; GO:0006085; GO:0006101; GO:0005524; GO:0046912
W5J1B3	GO:0017070; GO:0000398; GO:0003723; GO:0005681; GO:0030623; GO:0003676; GO:0000244; GO:0000386; GO:0097157; GO:0030619; GO:0071013; GO:0030620; GO:0005682
W5J1B5	GO:0000276; GO:0015078; GO:0015986; GO:0050909; GO:0016020; GO:0016021; GO:0005886
W5J1C2	GO:0006508; GO:0004252; GO:0016787
W5J1C5	GO:0008152; GO:0004568; GO:0006032; GO:0004553; GO:0005975; GO:0016787; GO:0016798; GO:0008061; GO:0005576; GO:0006030
W5J1C8	GO:0016616; GO:0016491; GO:0019752; GO:0055114; GO:0004459; GO:0005737; GO:0003824; GO:0005975
W5J1D1	GO:0008017
W5J1D5	GO:0016787
W5J1D9	GO:0003743; GO:0005525; GO:0000166; GO:0003924; GO:0006413; GO:0006412; GO:0005622
W5J1E2	GO:0008152; GO:0003824; GO:0016020; GO:0016021; GO:0016874
W5J1E9	GO:0006814; GO:0005272; GO:0016020; GO:0016021; GO:0035725; GO:0006810; GO:0006811
W5J1F2	GO:0000166; GO:0005524; GO:0016887; GO:0016787
W5J1F5	GO:0003899; GO:0008270; GO:0006351; GO:0005730; GO:0005634; GO:0003676; GO:0005736; GO:0001054; GO:0006363; GO:0016779; GO:0016740
W5J1G0	GO:0016020; GO:0016021; GO:0005783; GO:0003677; GO:0046513; GO:0050291; GO:0005634
W5J1G2	GO:0016020; GO:0016021; GO:0020037; GO:0012505
W5J1H0	GO:0003779; GO:0016043; GO:0030036; GO:0017048
W5J1H3	GO:0000339; GO:0000290; GO:0000932; GO:0005634
W5J1H6	GO:0016020; GO:0016021; GO:0046872; GO:0017137; GO:0005622; GO:0006886
W5J1I0	GO:0004713; GO:0018108; GO:0000166; GO:0004715; GO:0016310; GO:0016740; GO:0004672; GO:0016301; GO:0005524; GO:0006468; GO:0045087; GO:0031234; GO:0030154; GO:0007169; GO:0005102; GO:0042127; GO:0038083; GO:0008283; GO:0005154; GO:0031532; GO:0042058; GO:0051092; GO:0030335
W5J1I3	GO:0070461; GO:0046982
W5J1I7	GO:0007165
W5J1J0	GO:0008152; GO:0008168; GO:0032259; GO:0016740
W5J1J3	GO:0055085; GO:0016020; GO:0005262; GO:0016021; GO:0070588; GO:0006810; GO:0006811; GO:0005216; GO:0015279; GO:0006828; GO:0051480; GO:0005887
W5J1J6	GO:0005525
W5J1J9	GO:0008152; GO:0003824; GO:0030194; GO:0016020; GO:0016021; GO:0047710
W5J1K4	GO:0016020; GO:0016021
W5J1K8	GO:0046872; GO:0005634; GO:0006357
W5J1K9	GO:0017150; GO:0002943; GO:0050660; GO:0008033; GO:0055114; GO:0003824; GO:0005829
W5J1L2	GO:0070273; GO:0005622; GO:0048193
W5J1L4	GO:0004713; GO:0016020; GO:0016021; GO:0016310; GO:0004672; GO:0016301; GO:0005524; GO:0018108; GO:0006468
W5J1M0	GO:0008152; GO:0016846
W5J1M2	GO:0005525; GO:0000166; GO:0007165; GO:0007188; GO:0003924; GO:0007186; GO:0019001; GO:0031683; GO:0004871
W5J1M7	GO:0008270; GO:0046872; GO:0034247; GO:0005684; GO:0045292
W5J1N0	GO:0005840; GO:0005761
W5J1N4	GO:0003723; GO:0003735; GO:0015935; GO:0005840; GO:0019843; GO:0006412; GO:0005622; GO:0030529; GO:0045903; GO:0022627
W5J1N7	GO:0000166; GO:0009166; GO:0016787; GO:0046872; GO:0016788; GO:0006508; GO:0004252
W5J1N8	GO:0005506; GO:0016705; GO:0016491; GO:0046872; GO:0016020; GO:0016021; GO:0020037; GO:0055114; GO:0004497; GO:0046680; GO:0046701
W5J1P2	GO:0005506; GO:0046872; GO:0016491; GO:0016705; GO:0020037; GO:0055114; GO:0004497; GO:0016020; GO:0016021; GO:0046680; GO:0046701
W5J1P7	GO:0008152; GO:0016042; GO:0016298; GO:0008203; GO:0016787
W5J1P8	GO:0003824; GO:0046872; GO:0006508; GO:0005581; GO:0005201; GO:0004222; GO:0005578
W5J1Q2	GO:0008536; GO:0006886; GO:0005622; GO:0006606; GO:0005737; GO:0008565; GO:0031965; GO:0008139
W5J1Q5	GO:0046872; GO:0003676
W5J1R2	GO:0004713; GO:0016020; GO:0016021; GO:0016310; GO:0004672; GO:0016301; GO:0005524; GO:0018108; GO:0006468; GO:0007155; GO:0005886; GO:0016740; GO:0005509; GO:0007156
W5J1R5	GO:0000166; GO:0005525; GO:0003924
W5J1R7	GO:0016020; GO:0016021; GO:0022008
W5J1S1	GO:0017119; GO:0007030; GO:0006890; GO:0048213; GO:0000301; GO:0005737; GO:0048278; GO:0006887
W5J1S3	GO:0046872; GO:0016020; GO:0016021; GO:0003676; GO:0009948; GO:0046331; GO:0001706; GO:0001708; GO:0035239; GO:0008293; GO:0008354; GO:0008134; GO:0006351; GO:0007362; GO:0007400; GO:0043565; GO:0007369; GO:0007419; GO:0000122; GO:0007417; GO:0061024; GO:0007492; GO:0010001; GO:0007374; GO:0007375; GO:0007499; GO:0007431; GO:0007435; GO:0005634
W5J1S6	GO:0005921; GO:0030054; GO:0016020; GO:0016021; GO:0006810; GO:0006811; GO:0005886
W5J1S8	GO:0000166; GO:0004713; GO:0004715; GO:0016310; GO:0016740; GO:0004672; GO:0016301; GO:0018108; GO:0005524; GO:0006468; GO:0045087; GO:0031234; GO:0030154; GO:0007169; GO:0005102; GO:0042127; GO:0038083; GO:0035556; GO:0005622
W5J1T6	GO:0016020; GO:0016021
W5J1U0	GO:0030833; GO:0015629; GO:0034314; GO:0005885; GO:0051015
W5J1U2	GO:0003700; GO:0006355; GO:0005634; GO:0003677; GO:0006351
W5J1U6	GO:0005634
W5J1V0	GO:0005525; GO:0000166; GO:0003924; GO:0008033; GO:0006400; GO:0005622
W5J1V2	GO:0008270; GO:0046872
W5J1V5	GO:0005230; GO:0016020; GO:0016021; GO:0034220; GO:0006810; GO:0006811; GO:0004889; GO:0099565; GO:0045211; GO:0098655; GO:0007271; GO:0007165; GO:0015464; GO:0030054; GO:0007274; GO:0005892; GO:0042166; GO:0045202; GO:0035094; GO:0005216; GO:0005886
W5J1W1	GO:0035023; GO:0005089; GO:0043547; GO:0016020; GO:0016021
W5J1W2	GO:0003677; GO:0003700; GO:0005737; GO:0006351; GO:0007165; GO:0006355; GO:0004871; GO:0005634
W5J1W7	GO:0042626; GO:0000166; GO:0055085; GO:0016020; GO:0016021; GO:0006810; GO:0005524; GO:0016887
W5J1W8	GO:0004866; GO:0010951; GO:0005615; GO:0005576
W5J1X3	GO:0008380; GO:0030532; GO:0000387; GO:0071011; GO:0046540; GO:0071013; GO:0005682; GO:0005685; GO:0005686; GO:0030529; GO:0019013
W5J1X7	GO:0006749; GO:0005737; GO:0003824; GO:0004364; GO:0009072; GO:0016740; GO:0016853
W5J1X8	GO:0003677; GO:0006355; GO:0003700; GO:0000978; GO:0005634; GO:0006357
W5J1Y7	GO:0004867; GO:0010951; GO:0016020; GO:0016021; GO:0004064; GO:0016787
W5J1Y8	GO:0035023; GO:0005085; GO:0005089; GO:0035556; GO:0005622; GO:0043547
W5J1Z2	GO:0015116; GO:0008272; GO:0008271; GO:0055085; GO:0016020; GO:0016021; GO:1902358; GO:0006810; GO:0042391; GO:0051453; GO:0019532; GO:0019531; GO:0015701; GO:0015106; GO:0015301; GO:1902476; GO:0005254; GO:0005887
W5J1Z3	GO:0046872
W5J1Z7	GO:0003677; GO:0003700; GO:0006351; GO:0006355; GO:0043565; GO:0005634; GO:0006366; GO:0001228; GO:0006357; GO:0045944
W5J1Z9	GO:0016020; GO:0016021
W5J203	GO:0001510; GO:0009452; GO:0008168
W5J204	GO:0055085; GO:0016020; GO:0016021; GO:0022857; GO:0005886; GO:0006820
W5J210	GO:0005525; GO:0000166; GO:0007264; GO:0007165; GO:0016020; GO:0005622
W5J214	GO:0000166; GO:0005524
W5J215	GO:0016491; GO:0016717; GO:0016020; GO:0006629; GO:0016021; GO:0055114; GO:0006633; GO:0006636; GO:0004768
W5J219	GO:0008152; GO:0016627; GO:0016491; GO:0050660; GO:0055114; GO:0003995; GO:0033539; GO:0005739; GO:0000062; GO:0017099; GO:0055088; GO:0009055; GO:0042760; GO:0052890
W5J220	GO:0000166; GO:0003676
W5J224	GO:0006491; GO:0005509; GO:0016020; GO:0016021
W5J225	GO:0000166; GO:0005525; GO:0007264; GO:0007165; GO:0016020; GO:0005622
W5J229	GO:0042626; GO:0000166; GO:0055085; GO:0016020; GO:0016021; GO:0006810; GO:0005524; GO:0016887; GO:0016787
W5J230	GO:0007165; GO:0046872; GO:0004114; GO:0008081; GO:0016787
W5J233	GO:0042626; GO:0000166; GO:0055085; GO:0016020; GO:0016021; GO:0006810; GO:0005524; GO:0016887; GO:0005215
W5J236	GO:0016020; GO:0009055; GO:0055114; GO:0008137; GO:0016491
W5J238	GO:0007165
W5J241	GO:0016020; GO:0005509; GO:0016021; GO:0016010; GO:0007016
W5J243	GO:0016874; GO:0004842; GO:0016567; GO:0005737; GO:0042787; GO:0005634
W5J246	GO:0003677; GO:0006260; GO:0004386; GO:0005524; GO:0006281; GO:0032508; GO:0009378; GO:0006310
W5J248	GO:0055085; GO:0016020; GO:0034220; GO:0016021; GO:0051262; GO:0006810; GO:0006811; GO:0005216
W5J250	GO:0005509
W5J253	GO:0016020; GO:0016021; GO:0016787
W5J255	GO:0016020; GO:0016021; GO:0007166; GO:0005887
W5J260	GO:0006418; GO:0006429; GO:0000166; GO:0005737; GO:0004812; GO:0004823; GO:0006450; GO:0002161; GO:0016874; GO:0006412; GO:0005524; GO:0005829; GO:0006508; GO:0016787; GO:0008233; GO:0008236; GO:0004252
W5J262	GO:0008270; GO:0046872; GO:0016020; GO:0016021; GO:0061630; GO:0043161; GO:0000209; GO:0005783; GO:0042787
W5J269	GO:0008152; GO:0016746; GO:0045254; GO:0016740; GO:0006090; GO:0004742; GO:0005759
W5J274	GO:0005737; GO:0009968
W5J275	GO:0005856; GO:0007172; GO:0004713; GO:0007165; GO:0005925; GO:0004871; GO:0004672; GO:0018108; GO:0005524; GO:0006468; GO:0045087; GO:0004715; GO:0031234; GO:0030154; GO:0016477; GO:0007169; GO:0005102; GO:0042127; GO:0038083; GO:0016310; GO:0016301; GO:0016740
W5J279	GO:0016020; GO:0016021; GO:0015171; GO:0003333
W5J284	GO:0003779; GO:0016043; GO:0016020; GO:0016021
W5J285	GO:0003743; GO:0006413; GO:0016779; GO:0009058; GO:0016740
W5J289	GO:0050896; GO:0005549; GO:0007165; GO:0016020; GO:0007608; GO:0016021; GO:0004871; GO:0050911; GO:0004984; GO:0005886
W5J292	GO:0016020; GO:0016021; GO:0016780; GO:0008654; GO:0016740
W5J294	GO:0008270; GO:0046872; GO:0003676
W5J299	GO:0008152; GO:0003824; GO:0016491; GO:0055114; GO:0016740; GO:0009058; GO:0031177; GO:0016788; GO:0016787
W5J2A1	GO:0055085; GO:0016020; GO:0016021; GO:0008643; GO:0022857; GO:0005215; GO:0022891; GO:0006810; GO:0015992; GO:0046323; GO:0005351; GO:1904659; GO:0035428; GO:0005355; GO:0005887
W5J2A5	GO:0016020; GO:0016021; GO:0004180; GO:0006508; GO:0098542; GO:0003725; GO:0002224
W5J2A9	GO:0016020; GO:0016021; GO:0007165; GO:0007186; GO:0004871; GO:0004930; GO:0001588; GO:0001963; GO:0035240; GO:0007212; GO:0005887; GO:0004952
W5J2B3	GO:0051276
W5J2B6	GO:0031083; GO:0005739; GO:0016197
W5J2B7	GO:0005737; GO:0097352
W5J2C1	GO:0000398; GO:0071013; GO:0000386; GO:0000350
W5J2C6	GO:0008270; GO:0046872; GO:0016881; GO:0031386; GO:0016567; GO:0004842; GO:0016874
W5J2D3	GO:0003700; GO:0006355; GO:0043565; GO:0005634; GO:0032502
W5J2D7	GO:0005525; GO:0000166; GO:0007264; GO:0007165; GO:0016020; GO:0005622; GO:0004767; GO:0016787
W5J2D8	GO:0003723; GO:0016020; GO:0016021; GO:0015171; GO:0003333; GO:0015179; GO:0015297; GO:0015807; GO:1902475; GO:0005887; GO:0030529; GO:0019013
W5J2E2	GO:0003824
W5J2E6	GO:0003723; GO:0016020; GO:0016021; GO:0016310; GO:0016301; GO:0003676
W5J2E9	GO:0046872; GO:0016491; GO:0055114; GO:0051537; GO:0051536; GO:0045272; GO:0005747; GO:0006120; GO:0008137
W5J2F0	GO:0016020; GO:0016021
W5J2F6	GO:0016310; GO:0004672; GO:0016301; GO:0005524; GO:0006468; GO:0000166; GO:0004674; GO:0005737; GO:0035556; GO:0005634
W5J2F8	GO:0005739; GO:0006839; GO:0019894; GO:0007399
W5J2G1	GO:0000166; GO:0005524; GO:0016887; GO:0016787
W5J2G2	GO:0000166; GO:0016779; GO:0004515; GO:0003824; GO:0019363; GO:0009058; GO:0000309; GO:0009435; GO:0016740; GO:0005524; GO:0034628
W5J2G4	GO:0000166; GO:0005524
W5J2G5	GO:0016459; GO:0000166; GO:0003779; GO:0005524; GO:0003774
W5J2H4	GO:0030286; GO:0007017
W5J2I0	GO:0008152; GO:0003824; GO:0016874; GO:0005525; GO:0000166; GO:0007264; GO:0005096; GO:0005622; GO:0043547; GO:0016020; GO:0016021; GO:0055114; GO:0004497
W5J2I1	GO:0016020; GO:0016021; GO:0016787
W5J2I2	GO:0006629; GO:0016020; GO:0016021; GO:0006631; GO:0016740; GO:0006633
W5J2I3	GO:0016020; GO:0007186; GO:0016021; GO:0004930; GO:0007166; GO:0005887
W5J2I7	GO:0005737; GO:0006915; GO:0043154; GO:0043027
W5J2I8	GO:0000062
W5J2J2	GO:0055085; GO:0016020; GO:0016021
W5J2J4	GO:0043231; GO:0051537
W5J2J5	GO:0000166; GO:0005525; GO:0003746; GO:0003924; GO:0006414; GO:0042256; GO:0006412; GO:0005622
W5J2J7	GO:0000287; GO:0004749; GO:0009156; GO:0009165; GO:0016310; GO:0016301; GO:0044249
W5J2K0	GO:0000166; GO:0005737; GO:0008233; GO:0006508; GO:0030163; GO:0016787; GO:0005524; GO:0031597; GO:0031595; GO:0017025; GO:0036402; GO:0030433; GO:0008540; GO:1901800; GO:0045899; GO:0042026; GO:0006457
W5J2K7	GO:0052689; GO:0008970; GO:0006629; GO:0005576; GO:0008270; GO:0046872; GO:0003676
W5J2K9	GO:0005856; GO:0008270; GO:0046872; GO:0016874
W5J2L0	GO:0090305; GO:0004527; GO:0008408; GO:0016020; GO:0016021; GO:0006139; GO:0003676; GO:0005737; GO:0005634
W5J2L3	GO:0016020; GO:0016021
W5J2L4	GO:0007165; GO:0016020; GO:0007186; GO:0016021; GO:0004871; GO:0004930
