Q17239	GO:0004930;GO:0007186;GO:0016021;GO:0016740;GO:0005886
Q2F637	GO:0019904;GO:0005737
P07836	GO:0005524;GO:0005856;GO:0005737;GO:0004452;GO:0008299;GO:0016787
P84183	GO:0007291;GO:0007010;GO:0016319;GO:0035060;GO:0005200;GO:0005884;GO:0002121;GO:0005875;GO:0005811;GO:0005524;GO:0032507;GO:0006338;GO:0005737;GO:0000281;GO:0006909;GO:0031011;GO:0035148
P04829	GO:0007291;GO:0007010;GO:0016319;GO:0035060;GO:0005200;GO:0005884;GO:0002121;GO:0005875;GO:0005811;GO:0005524;GO:0032507;GO:0006338;GO:0005737;GO:0000281;GO:0006909;GO:0031011;GO:0035148
H9JTG9	GO:0016491;GO:0008202;GO:0055114
P81495	GO:0006508;GO:0004177;GO:0008237
P22922	GO:0005615;GO:0004867;GO:0010951
P07837	GO:0005524;GO:0005737;GO:0006909;GO:0071689;GO:0004452;GO:0005200;GO:0008299;GO:0005884;GO:0014866;GO:0016787
Q03383	GO:0005615;GO:0004867;GO:0010951
P80034	GO:0005615;GO:0004867;GO:0010951
Q8WPA2	GO:0008261;GO:0005887;GO:0042923;GO:0007218;GO:0008188;GO:0042562;GO:0019233
Q9ME79	GO:0000276;GO:0015078;GO:0016021;GO:0015986
Q9GPH3	GO:0005634;GO:0003700;GO:0006351;GO:0006355;GO:0043565;GO:0006986
Q9BLJ6	GO:0007275;GO:0051087;GO:0030544
Q26431	GO:0045087;GO:0005576;GO:0042742
P26730	GO:0005615;GO:0008083;GO:0005179
Q17194	GO:0005615;GO:0008083;GO:0005179
P26734	GO:0005615;GO:0008083;GO:0005179
P26741	GO:0005615;GO:0008083;GO:0005179
Q7Z1E6	GO:0005525;GO:0005788;GO:0008270;GO:0007264;GO:0005509;GO:0051082;GO:0030246;GO:0006457
Q9NL89	GO:0005975;GO:0045087;GO:0045088;GO:0005576;GO:0004553;GO:0030246
P26728	GO:0005615;GO:0008083;GO:0005179
Q566B1	GO:0005576;GO:0005179
P26727	GO:0005615;GO:0008083;GO:0005179
P26732	GO:0005615;GO:0008083;GO:0005179
C0SPF7	GO:0006718;GO:0005506;GO:0016709;GO:0055114;GO:0007552;GO:0020037
P26731	GO:0005615;GO:0008083;GO:0005179
P26737	GO:0005615;GO:0008083;GO:0005179
P26739	GO:0005615;GO:0008083;GO:0005179
P26743	GO:0005615;GO:0008083;GO:0005179
P15410	GO:0005615;GO:0008083;GO:0005179
P21808	GO:0005615;GO:0008083;GO:0005179
P91896	GO:0005615;GO:0008083;GO:0005179
O61271	GO:0005615;GO:0008083;GO:0005179
Q17192	GO:0005615;GO:0008083;GO:0005179
P15411	GO:0005615;GO:0008083;GO:0005179
P26726	GO:0005615;GO:0008083;GO:0005179
P29519	GO:0005615;GO:0008083;GO:0005179
P26738	GO:0005615;GO:0008083;GO:0005179
P26736	GO:0005615;GO:0008083;GO:0005179
P26729	GO:0005615;GO:0008083;GO:0005179
Q17196	GO:0005615;GO:0008083;GO:0005179
P26733	GO:0005615;GO:0008083;GO:0005179
P26740	GO:0005615;GO:0008083;GO:0005179
